🌸西八台灣啟示錄頻道,#genre#
"【@ebcapocalypse 全集】20230618 李泰安「南迴搞軌案」遭判13年今年底提假釋？律師出書「世紀大冤案」新事證拚再審？｜洪培翔",https://www.youtube.com/watch?v=soMPTQo67wM
"「酒店殺手」三槍案奪四命！召開生死辯論庭 法院：賠償家屬皈依佛門懺悔！陳勇志免死【@ebcapocalypse 】20230611｜洪培翔",https://www.youtube.com/watch?v=Bg7NhT2MKig
"【@ebcapocalypse 全集】20230611 開轟149槍「酒店殺手」三槍案奪四命！落網後「皈依佛門懺悔」法官判免死｜洪培翔",https://www.youtube.com/watch?v=QB8cM6G-KNA
"【@ebcapocalypse 全集】20230528 高中生擁五億房產突結婚2小時亡！10樓墜地僅右手肘骨？高大成親驗：疑遭死後拋樓｜洪培翔",https://www.youtube.com/watch?v=VJ90vYXWrCo
"【@ebcapocalypse 全集】20230520 嘉義豬肉販之子從警！屢破重案破格升職！ 竹聯神經殺手劉煥榮：長槍對準侯友宜...｜洪培翔",https://www.youtube.com/watch?v=7sFe-r7wP9o
"【@ebcapocalypse 全集】20230521 刑事局長親率隊圍捕張錫銘！ 裝甲車攻堅敢死的去守後門？｜洪培翔",https://www.youtube.com/watch?v=yADLTqgg4-g
"【@ebcapocalypse 全集】20230514 凶嫌11刀砍銀樓老闆逃7年！1封檢舉信破冷案 老父悲：判重一點｜洪培翔",https://www.youtube.com/watch?v=ykyu_ArFSs4
"【@ebcapocalypse 全集】20230507 前北聯幫主愛上小林青霞！為她金盆洗手慘遭無名角頭雙槍狙殺｜洪培翔",https://www.youtube.com/watch?v=I449qFI4y1Y
"【@ebcapocalypse 全集】20230423 校花儲備女主播遇劫19刀奪命！孤僻男要不到電話就痛下殺手？｜洪培翔",https://www.youtube.com/watch?v=Eem7YgzHTJE
"【@ebcapocalypse 全集】20230416 主播電視Live訪問惡徒陳進興！連線160分鐘全台震驚...獨家曝心聲｜洪培翔",https://www.youtube.com/watch?v=08g1GtA8NTY
"【@ebcapocalypse 全集】20230409 四男裝刑警擄人撕票「鐵桶封屍」！主嫌獄中逃死只因「一顆鐵蛋」？｜洪培翔",https://www.youtube.com/watch?v=fHINbnreZuI
"【@ebcapocalypse 全集】20230402 雇主的陰謀？老公車禍兩次都在場？殺人詐保起手式！死者少妻也是共犯？｜洪培翔",https://www.youtube.com/watch?v=_0kk3vrMV3I
"【@ebcapocalypse 全集】20230326 外遇妻揪小王「咖啡下藥」狠殺親夫！「舊爸爸在袋子裡...」竟讓7歲女喊仇人新爸爸｜洪培翔",https://www.youtube.com/watch?v=Vtsh1cj89f4
"【@ebcapocalypse 全集】20230319 為愛痴狂！兩惡煞闖車行挾持9人質！勇警隻身談判！匪：警察敢攻堅就同歸於盡｜洪培翔",https://www.youtube.com/watch?v=-g98-0uFC-s
"【@ebcapocalypse 全集】20230305 寄生上流香港版！前夫家人全是吸血蟲！蔡天鳳上億財產惹殺機？前公公嗆：敢賣房殺死妳！｜洪培翔",https://www.youtube.com/watch?v=Qsshl1yCIdQ
"【@ebcapocalypse 全集】20230219 約見網友第一天就殺人？冷血嫌「大不了賠錢」 被判死後嗆法官「我第一個就殺他」｜洪培翔",https://www.youtube.com/watch?v=g7ltlNnsLXk
"【@ebcapocalypse 全集】20230212 回報921恩情！台灣搜救隊搶進土耳其重災區！詭異巧合！台灣土耳其三起強震都在2月6日！｜洪培翔",https://www.youtube.com/watch?v=u-ssB91A5F4
"【@ebcapocalypse 全集】20230205 友人相約老先生台東玩卻人間蒸發？太玄了！老先生託夢告訴孫女藏屍地點？｜洪培翔",https://www.youtube.com/watch?v=5WErQSyUXQI
"【@ebcapocalypse 全集】20230129 香港電影「英雄本色」真實在台灣上演！「你會親手上銬他？」槍撃要犯大哥竟是警官｜洪培翔",https://www.youtube.com/watch?v=-vdYwFoHJ0M
"【#台灣啟示錄 全集】20230115 工人騎車上班遇死劫！預知死期訃聞早印好？夫妻結婚24年！難忍先生家暴買凶殺夫｜洪培翔",https://www.youtube.com/watch?v=Cpo7IZLyeOI
"【#台灣啟示錄 全集】20230108 無業男收好心富家女金援數十萬！竟起殺機綁架撕票「分10袋棄屍」遭6度判死還出庭詭辯｜洪培翔",https://www.youtube.com/watch?v=k43FBStR97E
"【#台灣啟示錄 全集】20230101 「雨衣大盜」王淵！十年搶七部運鈔車！一共得手4086萬元 搶錢只為奢華享樂！｜洪培翔",https://www.youtube.com/watch?v=hQmfuhy0tlY
"【#台灣啟示錄 全集】20221225 留美歸國不孝女偕男友弒父 警衛父散盡家財 不給錢就殺人？｜洪培翔",https://www.youtube.com/watch?v=rZdw9dDtPVM
"【#台灣啟示錄 全集】20221218 洪晨耀恩將仇報奪三命 冤魂託夢求「拆屋頂」助警逮兇！｜洪培翔",https://www.youtube.com/watch?v=D6qJbbHIkvU
"Before the general election, 88 shots were fired in two places in Tainan!",https://www.youtube.com/watch?v=9RbctnX8L1o
"【#台灣啟示錄 全集】20221204 人美嘴巴甜！紅牌舞小姐失蹤了？警察局的靈異傳說！深夜女子淒厲哭泣聲｜洪培翔",https://www.youtube.com/watch?v=zOsNLQItPZs
"【@ebcapocalypse 全集】20221127 總統大選白熱化！國民黨後壁黨部驚見炸彈！1公斤撤旦之母可炸毀樓！威力如48顆手榴彈！｜洪培翔",https://www.youtube.com/watch?v=W9dlWPcTVh0
"【@ebcapocalypse 全集】20221122 無懼台海兵凶戰危？股神大買台積電41億美元內幕！贏韓國！張忠謀擊敗三星的精采一戰｜洪培翔",https://www.youtube.com/watch?v=l_Vf_WTdQAw
"【@ebcapocalypse 全集】20221113 蔣萬安專訪 三腳督戰況激烈膠著！蔣萬安辭立委 破釜沈舟的決心！｜洪培翔",https://www.youtube.com/watch?v=EISVVqGFMPw
"【@ebcapocalypse 全集】20221106 黃珊珊專訪 首次參選就第一高票！棄誰保誰？黃珊珊：選民做自己主人！｜洪培翔",https://www.youtube.com/watch?v=Co55D9ZNhNY
"【@ebcapocalypse 全集】20221030 高虹安專訪 初上政論一戰成名！高虹安搶攻新竹！總統大選前哨戰？｜洪培翔",https://www.youtube.com/watch?v=rYUpXsYxnJU
"【@ebcapocalypse 全集】20221023 北市艋舺連續兩槍擊四人傷！父女最後通話：不要傷害人質...｜洪培翔",https://www.youtube.com/watch?v=Pdkaey8Vzmk
"【@ebcapocalypse 全集】20221016 假買油漆真綁架？歹徒離奇陳屍議長家 2000年大選前…苗栗縣議長遭控殺人焚屍！｜洪培翔",https://www.youtube.com/watch?v=jmR9jONQJnU
"【@ebcapocalypse 全集】20221009 指揮官總是孤獨！陳時中專訪 每天兩點準時上電視的指揮官｜洪培翔",https://www.youtube.com/watch?v=_km4xf4M3p0
"【@ebcapocalypse 全集】20221002 殺人陷阱！全家分工殺人棄屍！綁石塊毀屍滅跡！真相終究浮出水面｜洪培翔",https://www.youtube.com/watch?v=dnyqO6Islj0
"【@ebcapocalypse 全集】20220925 史上最難捉槍擊要犯！六指煞星 江湖傳說冷靜的瘋子！比黑道還恐怖｜洪培翔",https://www.youtube.com/watch?v=uGS69NziXqc
"【@ebcapocalypse 全集】20220911 中秋節接到綁匪電話 贖金一百萬！有冤要伸 漂不出淡水河的藍色塑膠桶！｜洪培翔",https://www.youtube.com/watch?v=7kwhXdkj0oY
"【@ebcapocalypse 全集】20220904 天橋遇襲！夜校學生慘遭襲擊！看守所撞鬼！冤魂夜夜索命？｜洪培翔",https://www.youtube.com/watch?v=6JngyvpKDFo
"【@ebcapocalypse 全集】20220828 兇嫌冷笑不寒而慄 瘋狂砍殺兩警55刀！警國道狂飆北上追客運 17小時火速逮人！｜洪培翔",https://www.youtube.com/watch?v=rKATjou57zY
"【@ebcapocalypse 全集】20220821 直擊詐騙園區煉獄！她怎麼逃出來？網紅跨海救人！網讚：勇敢吹哨者｜洪培翔",https://www.youtube.com/watch?v=8JNC6-KJplM
"【@ebcapocalypse 全集】20220814 房仲慘死刀下！親妹妹也在復仇名單裡？海軍陸戰隊士官長退役！為何連續殺兩人？｜洪培翔",https://www.youtube.com/watch?v=iUvwFCB0UCc
"【@ebcapocalypse 全集】20220807 圍島軍演新常態？當導彈飛越台北上空... 七波軍演！你所不知道的96台海危機！｜洪培翔",https://www.youtube.com/watch?v=srN7T1sB5Cg
"【@ebcapocalypse 全集】20220731 職業殺手？歹徒手法冷血俐落不留指紋！監視器畫面拍得清楚！為何就是捉不到？｜洪培翔",https://www.youtube.com/watch?v=BTPZ8oimnY0
"【 @ebcapocalypse 全集】20220724 台北天母豪宅區驚傳隨機殺人 無冤無仇！壯漢持刀狂砍母子｜洪培翔",https://www.youtube.com/watch?v=DtIyerkoJ4o
"【@ebcapocalypse 全集】20220717 前員工記恨八年？21小時破案逮人！牛樟芝之父五人中彈｜洪培翔",https://www.youtube.com/watch?v=ENXBLp6Opv0
"【@ebcapocalypse 全集】20220710 強灌瓦斯殺人！「輕」手法判免死 輔大女學生成白骨！｜洪培翔",https://www.youtube.com/watch?v=N61-RbykAog
"【@ebcapocalypse 全集】20220703 雲林葉小妹出門天黑沒回家！性侵累犯！ 誰放他出來繼續四處犯案？｜洪培翔",https://www.youtube.com/watch?v=CFGOAvuPyq8
"【@ebcapocalypse 全集】20220626 奪命飛刀手！7年殺14人 史上最多！他被判十個死刑！ ｜洪培翔",https://www.youtube.com/watch?v=L-CFti19E-A
"【@ebcapocalypse 全集】世界紀錄一年開千台刀！狂醫專治沒救的！全球名醫都服他｜洪培翔",https://www.youtube.com/watch?v=K5FM1U1oXng
"【@ebcapocalypse 全集】20220619 七夕命案！丈夫選在情人節輕生 早餐店老闆娘色誘小情夫！愛我就殺了他｜洪培翔",https://www.youtube.com/watch?v=07Nx_osFUuo
"【@ebcapocalypse 全集】20220612 警匪駁火！台中街頭最慘烈槍戰！誓替殉職兄弟緝凶！出殯日前全落網｜洪培翔",https://www.youtube.com/watch?v=HUaWyYUk20E
"【@ebcapocalypse 全集】20220529 幫女友丟垃圾「充氣娃娃怎會流血？」工程師怕成棄屍共犯！恐怖命案藏辛酸愛恨情仇？｜洪培翔",https://www.youtube.com/watch?v=HhPKFSZM8UM
"【@ebcapocalypse 全集】20220605 殺警惡龍！鄉下孩子怎會變成殺人不眨眼的槍擊要犯！？江湖傳說！陳新發還在逃？又給跑了嗎？｜洪培翔",https://www.youtube.com/watch?v=-Mehu8RL0Yw
"【@ebcapocalypse 全集】20220522 雙手雙腳綁鐵椅！鐵工廠老闆被誰砍死？案外案！女兒也是「她」殺！？｜洪培翔",https://www.youtube.com/watch?v=-9ZVU6UN-m4
"【@ebcapocalypse 全集】20220515 單身多金包租婆遭割喉奪命！斷氣前沾血在枕頭寫下凶手名？｜洪培翔",https://www.youtube.com/watch?v=NF1ymfg0Ooc
"【@ebcapocalypse 全集】20220508 綁架棄屍！台中百億富商遭綁架！主謀竟是最信任的人？｜洪培翔",https://www.youtube.com/watch?v=vkI3dVhsjBM
"【@ebcapocalypse 全集】20220501 刺殺前妻、拉女兒輕生！幸福家庭變調 蔡政府槍決第一人！｜洪培翔",https://www.youtube.com/watch?v=EXTfE2rJWq8
"【@ebcapocalypse 全集】20220424 約會聖地乳姑山驚藏白骨！意外揭露富商失控婚外情！｜洪培翔",https://www.youtube.com/watch?v=kFj0Q4z7l-4
"【@ebcapocalypse 全集】20220417 索千萬遮羞費釀一家三口慘死！凶手竟是國中老師？｜洪培翔",https://www.youtube.com/watch?v=89EVI-rGAVE
"【@ebcapocalypse 全集】20220410 盜領20萬遭討由愛生恨！新兵休假絞殺母女 最年輕待決死囚！聲請大法官釋憲逃槍決｜洪培翔",https://www.youtube.com/watch?v=ruxMlrx-IWw
"【@ebcapocalypse 全集】20220403 白案25年！綁架對象原是白冰冰？藏鏡人只有林春生知道！｜洪培翔",https://www.youtube.com/watch?v=mVM_HjHcWhc
"【@ebcapocalypse 全集】20220327 走出電梯人間蒸發！台中藍可兒事件？萌殺機不動聲色！布局2年步步縝密｜洪培翔",https://www.youtube.com/watch?v=CnIITisfM50
"【@ebcapocalypse 全集】20220320燒腦緝凶！華燈初上的舞小姐命案！冤魂拉腳？連續巧合找到回家路！｜洪培翔",https://www.youtube.com/watch?v=IXInEJAVsts
"【@ebcapocalypse 全集】20220306網讚A級竟是恐怖民宿！吃人不吐骨頭 警開門傻眼！五坪密室餿水圈養街友！｜洪培翔",https://www.youtube.com/watch?v=gm_OEdFzQ2w
"【@ebcapocalypse 全集】20220227 連三起命案！運匠人心惶惶！汽旅陪睡誘殺計程車司機？｜洪培翔",https://www.youtube.com/watch?v=-T6x58nt6Bs
"【@ebcapocalypse 全集】20220220 美少女遭虐殺焚屍還灑狗血！法官竟以兇嫌犯案時太年輕輕判？！｜洪培翔",https://www.youtube.com/watch?v=A0xLZ8MLY58
"【@ebcapocalypse 全集】20220213台灣史上金額最大搶案！比張錫銘難抓？！警攻堅圍捕！｜洪培翔",https://www.youtube.com/watch?v=UERS-1_-dXw
"【@ebcapocalypse 全集】20220123 夜遊華燈初上的林森北路 揭開條通文化的神祕面紗｜洪培翔",https://www.youtube.com/watch?v=KNVqzMbuUy4
"【@ebcapocalypse 全集】20220116 國二少女慘死橋下！陰間黑令旗復仇？法官判可教化免死！「冥王」監獄離奇暴斃｜洪培翔",https://www.youtube.com/watch?v=1r8oUZl_2aM
"【@ebcapocalypse 全集】20220102 請法官走進家門！看看被害者家屬的苦痛 酒駕零容忍！撞死人一律殺人罪法辦？｜洪培翔",https://www.youtube.com/watch?v=1XuvWV1uhGQ
"【@ebcapocalypse 全集】20211226 警探洗澡聞到這個味：你不要現身嚇我 前明星舞者失蹤...包公派兵將申冤｜洪培翔",https://www.youtube.com/watch?v=w-9BF6vuAU0
"【@ebcapocalypse 全集】20211219 嫌犯變自首？堅不認罪卻可教化？兇嫌逃死：出獄寫書「殺人魔告白」賺桶金｜洪培翔",https://www.youtube.com/watch?v=myRsG5e_KC8
"【@ebcapocalypse 全集】20211212 濟公降駕預言？半年後芎林有大案！靈異巧合間聯應驗！派出所長頭皮發麻｜洪培翔",https://www.youtube.com/watch?v=QBjN_0GlScg
"【@ebcapocalypse 全集】20211205 縱火燒死一家六口！四度判死 最高院改判無期：非直接故意殺人｜洪培翔",https://www.youtube.com/watch?v=tXtuzpWl0mc
"【@ebcapocalypse 全集】20211128 全台各地頻傳暴力攻擊 總統遭洗版！政院緊急召開治安會議｜洪培翔",https://www.youtube.com/watch?v=WnE5MSRZjWw
"【@ebcapocalypse 全集】20211121 台中恐怖機車行 台灣食人魔陳金火？！｜洪培翔",https://www.youtube.com/watch?v=QSzBjhtibfg
"【@ebcapocalypse 全集】20211114 誰在客廳殺害了崔小妹 屋簷底下誰沒說實話｜洪培翔",https://www.youtube.com/watch?v=8F9aGKrzk7E
"[Private video]",https://www.youtube.com/watch?v=M2SDOIxzvn4
"【@ebcapocalypse 全集】20211031 剝皮寮怎麼撐過驚爆36天 擋住首波攻擊！萬華不是破口！｜洪培翔",https://www.youtube.com/watch?v=BQJWqTdi12g
"【@ebcapocalypse 全集】20211024 板橋電玩大亨少東綁架案 搶救人質！兩岸四地警匪大鬥智｜洪培翔",https://www.youtube.com/watch?v=Rx5XlsTdFuQ
"【@ebcapocalypse 全集】20211017 屏東甜美人妻遭假車禍擄殺 家暴無業男求愛不成竟萌殺機｜洪培翔",https://www.youtube.com/watch?v=oHlacHQtyRc
"【@ebcapocalypse 全集】20210926 誰在麥當勞男廁天花板放「茶葉罐」？爆炸威力強大彷彿戰場廢墟｜洪培翔",https://www.youtube.com/watch?v=W13bN9rMbQg
"【 @ebcapocalypse 全集】20210919 台灣人加入法國兵團之反恐任務 阿富汗人道走廊誰來維安？｜洪培翔",https://www.youtube.com/watch?v=c0Q7-ClTORA
"【@ebcapocalypse 全集】20210905 狠殺三至親！台灣唯一待決女死囚 九個月內！媽媽婆婆老公接連猝逝？｜洪培翔",https://www.youtube.com/watch?v=LjesBuC_Udw
"【@ebcapocalypse 全集】20210829 台中香腸王竟是恐怖情人？藏在冰櫃和排水溝的秘密！｜洪培翔",https://www.youtube.com/watch?v=fuOSMlKL6Fw
"【台灣啟示錄 全集】20210822 塔利班回來了！請把我的孩子帶走/機場逃難彷彿末日景象｜洪培翔",https://www.youtube.com/watch?v=QhA1vEDNB4A
"【台灣啟示錄 網路獨播版】20210815 戴資穎奔向世界球后之路｜洪培翔",https://www.youtube.com/watch?v=g1pUr-x4cSg
"【台灣啟示錄 網路獨播版】20210727 捷報！郭婞淳東奧奪金 姐舉的是夢想和家庭｜洪培翔",https://www.youtube.com/watch?v=zkHNS9brN-Y
"【台灣啟示錄 網路獨播版】20210722 負面聲量衝五倍！柯文哲酸：網軍太不認真｜洪培翔",https://www.youtube.com/watch?v=UXV9SuJk_bo
"【台灣啟示錄 全集】20210718 獨家！柯文哲考慮舉債40億買疫苗！直擊英國解封泰國宵禁封城！｜洪培翔",https://www.youtube.com/watch?v=iubXcODq-cs
"【台灣啟示錄 全集】20210711 除澎湖全台禁內用！微解封變未解封？星日韓能借鏡！／柯文哲嗆民進黨設局！狂吸聲量成反綠新共主？｜洪培翔",https://www.youtube.com/watch?v=k0DeAq59jYQ
"【@ebcapocalypse 全集】20210704 媽媽失蹤了！託夢淋雨好冷…茶室熟客載走她？分手遭譏不行？｜洪培翔",https://www.youtube.com/watch?v=Dqy_0r6aw9I
"【台灣啟示錄 全集】20210620 打AZ逾60死！上午打疫苗下午就猝逝！家屬自責怎能接受壽終正寢？｜洪培翔",https://www.youtube.com/watch?v=i8yhizfvamk
"【台灣啟示錄 全集】20210613 英國變種病毒兇猛難纏！苦守前線！只要一句謝謝辛苦了！你怎能不挺醫護｜洪培翔",https://www.youtube.com/watch?v=RoMuPBTOvkc
"【台灣啟示錄 全集】各國去年經歷的！我們可能正要面臨？台灣封城做好準備了嗎？侯友宜：該封就封！",https://www.youtube.com/watch?v=iHezamHKBho
"【台灣啟示錄 全集】20210502 電影裡沒說出口的催淚真相 從送行者第三代到金鐘影帝｜洪培翔",https://www.youtube.com/watch?v=XwLTxE60IAY
"【@ebcapocalypse 全集】20210425 行醫捐半薪！30年已破億 狂醫專治沒救的！全球名醫都服他｜洪培翔",https://www.youtube.com/watch?v=7XCjG63MUoI
"【@ebcapocalypse 全集】20210418 屋簷下同住兄嫂都說不知情？大嫂狠殺小姑！竟仿電影水泥封屍！｜洪培翔",https://www.youtube.com/watch?v=d7HhvIJJ-jY
"【台灣啟示錄 全集】20210411 天降人禍！太魯閣號撞工程車...49人罹難！漆黑隧道慘如煉獄！｜洪培翔",https://www.youtube.com/watch?v=EFESMGHzdOs
"【@ebcapocalypse 全集】20210328 是誰買兇當街槍殺賭場教父？正宮？情婦？還是外甥？｜洪培翔",https://www.youtube.com/watch?v=wdhG2Tf06No
"【台灣啟示錄 全集】20210321 獨家曝光！卓長仁親筆控訴！起義來歸！反共義士駕機投奔自由｜洪培翔",https://www.youtube.com/watch?v=aFHOq9yE6n4
"【@ebcapocalypse 全集】20210307 那一年發生四起分屍命案！外籍美語老師河堤遛狗招惹誰？｜洪培翔",https://www.youtube.com/watch?v=Tm96WFjgyY8
"【@ebcapocalypse 全集】20210228 西門町峨嵋停車場2人遭行刑槍殺 阿福剋星！陳福祥兩度栽在「他」手上｜洪培翔",https://www.youtube.com/watch?v=y_VQORdTGjg
"【台灣啟示錄 全集】20210221 最狠強盜集團一年奪七命 刑警痛罵：披著人皮的畜牲｜洪培翔 @ebcapocalypse",https://www.youtube.com/watch?v=aPpXe2oOXQw
"【台灣啟示錄 全集】20210207 當年不被看好的台積電 張忠謀如何獨創晶圓代工｜洪培翔",https://www.youtube.com/watch?v=DnupsgJ7g_w
"【台灣啟示錄 全集】毒梟屏東王還得靠「他」牽線金三角？禿頭拖鞋大叔才是低調神祕最大咖？20210124｜洪培翔",https://www.youtube.com/watch?v=uzluY-pMWLM
"【台灣啟示錄 全集】誰把男主人消失了 這家人藏在冰櫃的秘密 20210117｜洪培翔",https://www.youtube.com/watch?v=jHhD2aitvPY
"【台灣啟示錄 全集】馬國女大生命案！被害父母要求台灣國賠！20210103｜洪培翔",https://www.youtube.com/watch?v=Y2dp9IgFR2Y
"【@台灣啟示錄 全集】國三女失蹤變命案！花店老闆逍遙法外？20201206｜洪培翔",https://www.youtube.com/watch?v=_ghjRnHFGSs
"【@ebcapocalypse 全集】她教唆男友誘殺閨密女模？真相大逆轉 法官判免死：勒脖窒息非特別殘暴手段…20201213｜洪培翔",https://www.youtube.com/watch?v=FYCnAe4t_Yo
"【@ebcapocalypse 全集】女權鬥士之死！是誰殺害彭婉如？懸案難破？計程車司機竟人間蒸發？20201129｜洪培翔",https://www.youtube.com/watch?v=-uyDsm9Odqs
"【@ebcapocalypse 全集】流氓變議長！屏東皇帝鄭太吉 議長光天化日殺人！檢警不敢辦？20201122｜洪培翔",https://www.youtube.com/watch?v=R1e0uv47QmM
"【@ebcapocalypse 全集】 20201115 你不知道的大盜李師科 愛國老兵為何殺警奪槍搶銀行｜洪培翔",https://www.youtube.com/watch?v=RKYIRXl3UfA
"【@ebcapocalypse 全集】攜刀尋妹卻殺害無辜牙醫！家屬質疑「詐病」逃極刑？20201108｜洪培翔",https://www.youtube.com/watch?v=2JLmRFivKmE
"【@ebcapocalypse 全集】 20201101 最狠詐保！十三年殺二妻三子 死亡筆記本記載妻兒忌日猜明牌？！｜洪培翔",https://www.youtube.com/watch?v=cAcx37NL25E
"【@ebcapocalypse 全集】26死！台南史上最慘火災 拒絕分手竟丟汽油彈燒飯店 20201025｜洪培翔",https://www.youtube.com/watch?v=RcJQjfcRyfU
"【@ebcapocalypse 全集】 20201018 一個好警察被控殺人未遂？纏訟九年不擺爛！拚命辦冷案｜洪培翔",https://www.youtube.com/watch?v=11MuIfj0Gf0
"【@ebcapocalypse 全集】新冠疫苗何時有解 留英女孩為台發聲 20201011｜洪培翔",https://www.youtube.com/watch?v=Rus3eLt-31o
"【@台灣啟示錄 全集】 20201004 人不可貌相！黑手阿伯超勵志！英語小提琴都很會！CNN也說讚！｜洪培翔",https://www.youtube.com/watch?v=Qj26As5nqjY
"[Private video]",https://www.youtube.com/watch?v=MCJSCYlzRf4
"【@ebcapocalypse 全集】 20200920 我有毒請勿喝 毒蠻牛千面人竟是他｜洪培翔",https://www.youtube.com/watch?v=vnIVIyny9Oo
"【@ebcapocalypse 全集】 20200913 「不存在的房間」台灣版 密室囚少女驚魂66小時｜洪培翔",https://www.youtube.com/watch?v=Ra2pOXklk9Q
"首起運鈔車搶案！越獄成功的第一人 死刑犯竟能二度外出幽會傳宗接代？【台灣啟示錄 全集】 20200906｜洪培翔",https://www.youtube.com/watch?v=f3Sfb4PW7js
"【台灣啟示錄 全集】 20200830 女學生命喪軍史館 兇手難道只有一人？｜洪培翔",https://www.youtube.com/watch?v=n90X3u72cW0
"【台灣啟示錄 全集】 20200823 台北市第一凶宅大樓？兩場奪命惡火傳靈異｜洪培翔",https://www.youtube.com/watch?v=dThwB-WKmIQ
"自封「台港神偷」專搶豪宅「他」是誰 當年闖新光吳家！出獄又搶長興老董？【台灣啟示錄 全集】 20200816｜洪培翔",https://www.youtube.com/watch?v=YR6Ln_sxSnk
"【台灣啟示錄 全集】 首位台灣人總統 民主先生李登輝 20200802｜洪培翔",https://www.youtube.com/watch?v=2lYnAuAEWTY
"心裡的惡魔說...殺了他們... 我們與惡的距離有多遠？【台灣啟示錄 全集】 20200726｜洪培翔",https://www.youtube.com/watch?v=O8k8c6EDzos
"【台灣啟示錄 全集】我們與惡的距離有多遠（下）我爸是思覺失調殺警犯… 20200719｜洪培翔",https://www.youtube.com/watch?v=XcceNDsXN1I
"【台灣啟示錄 全集】基隆五福旅社五死慘案 暗夜惡煞究竟衝誰而來？ 20200712｜洪培翔",https://www.youtube.com/watch?v=RFFsS3wwy2A
"當年如何逃出火燒島？ 江湖傳說！他親身揭密...【台灣啟示錄 全集】 20200705｜洪培翔",https://www.youtube.com/watch?v=5EfsC9hR3tc
"【台灣啟示錄 全集】我們與惡的距離有多遠 （上）鐵路殺警案一審無罪！李父抑鬱吐血驟逝！生前最後專訪 20200621｜洪培翔",https://www.youtube.com/watch?v=bDF8QTDGV90
"【台灣啟示錄 全集】《做工的人》結局太揪心 專訪原著作家 原型人物是他們…20200614｜洪培翔",https://www.youtube.com/watch?v=1-tKiNjEs44
"大哥最愛這味監獄會客菜 為何不能送雞送鴨送香腸／監獄重鹹口味他最會了 浪子回頭！阿草哥會客菜／直擊天下第一所 死牢刑場之禁忌傳說【台灣啟示錄 全集】20200607｜洪培翔",https://www.youtube.com/watch?v=R2SbTke6hZI
"外遇男冷血直播殺妻女 法官判可教化免死定讞【台灣啟示錄 全集】 20200531｜洪培翔",https://www.youtube.com/watch?v=JBSfOBqzCAo
"從民調低谷到攀上高峰 蔡英文為何總能逆轉勝【台灣啟示錄 全集】 20200524｜洪培翔",https://www.youtube.com/watch?v=hO6txukCH5s
"鄧麗君逝世二十五年 穿越時空 與君對唱【台灣啟示錄 全集】 20200517｜洪培翔",https://www.youtube.com/watch?v=u-z7KUaOG6A
"【台灣啟示錄 全集】若符合四要件！八大行業可解禁！昔日紅牌傳播媽咪今領小姐做公益！20200510｜洪培翔",https://www.youtube.com/watch?v=uiARxKC1hIo
"敦睦艦隊不能說的秘密 國防部擠牙膏惹怒全民／五一連假可以去哪玩？總量管制！夜市景點怎麼逛？【台灣啟示錄 全集】20200426｜洪培翔",https://www.youtube.com/watch?v=MKEZtdRPcIg
"譁然！淹沒在疫情的爭議判決 自首？華山分屍案的死刑改無期！【台灣啟示錄 全集】20200419｜洪培翔",https://www.youtube.com/watch?v=4UEf5tnyJUk
"悶壞了？清明連假恐破防疫網？東京恐淪下個紐約？【台灣啟示錄 全集】20200412｜洪培翔",https://www.youtube.com/watch?v=D5Z5FCalhAs
"不明感染源蠢動？台灣需要封城嗎？防疫挺時中 民調：近八成民眾支持封城【台灣啟示錄 全集】20200405｜洪培翔",https://www.youtube.com/watch?v=vhMXU_q5Dzg
"翩然起舞 劉真美麗說再見 辛龍淚眼吻別：下輩子再做夫妻【台灣啟示錄 全集】20200329｜洪培翔",https://www.youtube.com/watch?v=ucLYDP8dIZ4
"第三世界大戰？人類對抗病毒！／人工智慧！解碼病毒基因演化！【台灣啟示錄 全集】20200322｜洪培翔",https://www.youtube.com/watch?v=q23HIaeEjUs
"台灣防疫還有難關過？別讓媽祖憂心 大甲媽遶境延期／武漢封閉四小時 缺口怎防 南韓殷鑑！教會引爆疫情！／超前部署 醫院不能垮！護理師揭醫護最前線！【台灣啟示錄 全集】20200301｜洪培翔",https://www.youtube.com/watch?v=2ggMi4X-iLc
"美認定社區傳播 專家警告早會來？！／大自然沒有完美病毒！謠傳除非來自…／超級病毒肆虐人類末日？好萊塢電影場景已成真？【台灣啟示錄 全集】20200223｜洪培翔",https://www.youtube.com/watch?v=KxkQ_llyuho
"疫情總會過去 回頭看人性 那年我們如何走過抗煞惡夢【台灣啟示錄 全集】20200209｜洪培翔",https://www.youtube.com/watch?v=py8aH7vXaUQ
"消失的女教師命案 浴室裡的血證控訴【台灣啟示錄 全集】20200202｜洪培翔",https://www.youtube.com/watch?v=1FR9Dgwx56k
"史上最大金庫竊案 誰搬走三億黃金現金？【台灣啟示錄 全集】20200119｜洪培翔",https://www.youtube.com/watch?v=k9Y5rZfr9Y4
"九星連珠暗助蔡英文擊潰韓國瑜？！韓國瑜誤踩五大致命地雷？！【台灣啟示錄 全集】20200112｜洪培翔",https://www.youtube.com/watch?v=nUvFRTJmYhw
"犧牲自己 詐保救全家？誰槍殺了她？／颱風天的億元詐騙案 翻落在海蝕平台的空車／全家出遊她卻意外墜谷？真相藏在最後一張自拍照【台灣啟示錄 全集】20191222｜洪培翔",https://www.youtube.com/watch?v=0ksbzCHdKdA
