🌸西八新聞,#genre#
【高雄】壽山情人觀景台,https://www.youtube.com/watch?v=C03Itx8iSC0
【茂林國家風景區】禮納里遊客中心,https://www.youtube.com/watch?v=e1LVSqehQt8
【茂林國家風景區】諦願寺六龜眺景,https://www.youtube.com/watch?v=1IMPS7Ew_c0
【茂林國家風景區】彩虹山大佛,https://www.youtube.com/watch?v=X4feE60jy88
【茂林國家風景區】屏東平原眺景,https://www.youtube.com/watch?v=tEy9Wi7bcDU
【ktnpworld】船帆石沙灘直接,https://www.youtube.com/watch?v=bWRF0WTYRDE
【ktnpworld】墾丁大灣,https://www.youtube.com/watch?v=l1BUJtoMfXE
【斯爾本科技有限公司】南方澳第二漁港漁村生活,https://www.youtube.com/watch?v=9uRumsWvvfE
【斯爾本科技有限公司】南方澳第三漁港漁村生活,https://www.youtube.com/watch?v=sqWrdNNAlrA
【斯爾本科技有限公司】南方澳進安宮天上聖母寶石珊瑚媽祖大門媽祖文化江夏路第三漁港跨海大橋遊覽車香客紀錄自動巡航,https://www.youtube.com/watch?v=nFd4550YnEQ
【斯爾本科技有限公司】南方澳進安宮天上聖母寶石珊瑚媽祖大殿媽祖文化遠端參拜,https://www.youtube.com/watch?v=_n9ExFHa3AY
【斯爾本科技有限公司】南方澳內埤仔海邊情人灣烏岩角,https://www.youtube.com/watch?v=IHpSqQ5UylQ
【斯爾本科技有限公司】南方澳南天宮第一漁港媽祖文化,https://www.youtube.com/watch?v=_u7baK7ct2M
【花蓮縣政府觀光處七星潭風景區】七星潭航道下景區,https://www.youtube.com/watch?v=m3WK92gj35U
【花蓮縣政府觀光處七星潭風景區】七星潭賞星廣場,https://www.youtube.com/watch?v=ofNycC6kaNY
【東部海岸】綠島柴口,https://www.youtube.com/watch?v=a8nJQr5rBGs
【東部海岸】Fanchuanbi Gras,https://www.youtube.com/watch?v=pLdBc8PvZko
【東部海岸】Shitiping | Eas,https://www.youtube.com/watch?v=mXnigLvIL0Q
【東部海岸】Changhong Bridg,https://www.youtube.com/watch?v=JnD8Rk3o0BM
【東部海岸】Dashshibi Hill ,https://www.youtube.com/watch?v=JkoXcXI04Qk
【東部海岸】Jialulan Recrea,https://www.youtube.com/watch?v=AKl3F6cAY2Q
【東部海岸】Torik Visitor C,https://www.youtube.com/watch?v=JhQuR77AR7U
【東部海岸】三仙台,https://www.youtube.com/watch?v=dQ7Sd6PGLdA
【東部海岸】Jinzun | Explor,https://www.youtube.com/watch?v=ZdqHgQwvZOw
【東部海岸】Taitung Green I,https://www.youtube.com/watch?v=wTHhv7M0vCI
【Amazing Taitung 台東就醬玩】台東鯉魚山,https://www.youtube.com/watch?v=BUJJaW0vkJs
【Amazing Taitung 台東就醬玩】台東南橫埡口,https://www.youtube.com/watch?v=LSkq-wHMxQY
【Amazing Taitung 台東就醬玩】台東池上天堂路,https://www.youtube.com/watch?v=6kUEK3LVrro
【Amazing Taitung 台東就醬玩】台東金崙大橋,https://www.youtube.com/watch?v=9QqBz3kNHis
【Amazing Taitung 台東就醬玩】台東華源曙光觀景台,https://www.youtube.com/watch?v=TY4qQElcUrA
【Amazing Taitung 台東就醬玩】台東富岡漁港,https://www.youtube.com/watch?v=D945F_dauls
【Amazing Taitung 台東就醬玩】台東杉原灣,https://www.youtube.com/watch?v=VqS_Y8ZCj6M
【Amazing Taitung 台東就醬玩】台東富山,https://www.youtube.com/watch?v=Rsq95SQ26bY
【Amazing Taitung 台東就醬玩】Taitung Jinzun ,https://www.youtube.com/watch?v=q3KJt-SZc2s
【Amazing Taitung 台東就醬玩】Duoliang Train ,https://www.youtube.com/watch?v=UCG1aXVO8H8
【ervnsa】Hualien Liyu La,https://www.youtube.com/watch?v=aaKOV4qkDHw
【ervnsa】赤科山花東縱谷,https://www.youtube.com/watch?v=5GTFLN9gZrc
【ervnsa】鹿野高台花東縱谷,https://www.youtube.com/watch?v=rvc1klNIgQc
【ervnsa】六十石山花東縱谷,https://www.youtube.com/watch?v=DliL9uMtPrI
【交通部觀光署澎湖國家風景區管理處】七美碼頭測試,https://www.youtube.com/watch?v=8TYEeSaSGJM
【交通部觀光署澎湖國家風景區管理處】內垵風景區,https://www.youtube.com/watch?v=WKKsky9i8ug
【交通部觀光署澎湖國家風景區管理處】摩西分海北寮奎壁山,https://www.youtube.com/watch?v=zgPJbQzlQmw
【交通部觀光署澎湖國家風景區管理處】菓葉觀日樓澎湖,https://www.youtube.com/watch?v=oPZoY2mKrFE
【樂遊金門】Kinmen Qilin Mo,https://www.youtube.com/watch?v=M4EJtf_iP8s
【樂遊金門】金門高地,https://www.youtube.com/watch?v=-srNHTE-Nf0
【樂遊金門】Jiangong Islet ,https://www.youtube.com/watch?v=uh_yNAE01w8
【馬祖國家風景區】南竿鐵堡,https://www.youtube.com/watch?v=0JpPVzxCxJM
【馬祖國家風景區】北海坑道,https://www.youtube.com/watch?v=FbWFvTg1_dg
【馬祖國家風景區】南竿鐵堡,https://www.youtube.com/watch?v=NVf3j-5I1Fk

🌸西八少兒,#genre#
【Muse木棉花】新哆啦A夢,https://www.youtube.com/watch?v=jbZCyIhL4WQ
【Muse木棉花】我們這一家,https://www.youtube.com/watch?v=e1gbvCkwxFE
【Muse木棉花】魔都精兵的奴隸,https://www.youtube.com/live/qXD7NKZlLPA?si=zyVpCoX7dpqsJNWn
【Muse木棉花】間諜家家酒,https://www.youtube.com/watch?v=dI2negE-v4c
【Muse木棉花】進擊的巨人,https://www.youtube.com/watch?v=GlVvyu7jehk
【Muse木棉花】關於我轉生變成史萊姆這檔事,https://www.youtube.com/watch?v=ATsYVyh_Nwk
【Muse木棉花】葬送的芙莉蓮,https://www.youtube.com/live/DAVfn4Sp8xw?si=ZEWt4HIP6KBuhaYr
【Muse木棉花】蠟筆小新TV版,https://www.youtube.com/watch?v=ENnjj7jQ23g
【Muse木棉花】中華一番,https://www.youtube.com/watch?v=mRCXonM5ru8
【Ani-One】白色相簿2,https://www.youtube.com/watch?v=inuV4C7UCxo
【Ani-One】佐賀偶像是傳奇,https://www.youtube.com/watch?v=SNG8wNLU-_s
【Ani-One】遊戲王－怪獸之決鬥,https://www.youtube.com/watch?v=nGDX7qUl6mw
【回歸線娛樂】真珠美人魚,https://www.youtube.com/watch?v=BLag8MOBUg8
【回歸線娛樂】夢幻遊戲,https://www.youtube.com/watch?v=7j8chjyp7tw
【YOYOTV】金曲熱門卡通不間斷唱跳金曲兒歌,https://www.youtube.com/watch?v=ZjMe5u-I3PM
【momokids親子台】舞法天女朵法拉繁體中文朵蜜法蘇拉緹音樂劇,https://www.youtube.com/watch?v=k4TC9_pheW0
【momokids親子台】歡樂谷首合輯歡樂歌曲不間斷帶小孩塞車神曲小朋友跳舞兒歌童兒童律動幼兒舞蹈愛唱歌,https://www.youtube.com/watch?v=oPntQYFGwgY
【momokids親子台】這一家歡樂不間斷第四季家庭校園喜劇趣味短劇,https://www.youtube.com/watch?v=tKcvVpq7sgE
【Bebefinn 繁體中文 - 兒歌】新年快樂貝貝彬人氣兒歌更多好習慣養成經典兒歌台灣配音中文兒歌童謠連續播放繁體中文,https://www.youtube.com/watch?v=L0Q4RL9K2U8
【寶貝多米-兒歌童謠-卡通動畫-經典故事】恐龍唱唱跳跳派對趣味兒歌和互動遊戲童謠寶貝多米,https://www.youtube.com/watch?v=ATiJ3ihQuP8
【瑪莎與熊】立即觀看所有劇集,https://www.youtube.com/watch?v=E_E80UC2gek
【碰碰狐 鯊魚寶寶】新年快樂鯊魚寶寶碰碰狐人氣歌曲卡通動畫,https://www.youtube.com/watch?v=DgIn_dN7Hew
【寶寶巴士】倒楣的灰狼笨賊更多熱門動畫合集安全警長啦咘啦哆,https://www.youtube.com/watch?v=nVYrDAiIIsk
【Miliki Family - 繁體中文 - 兒歌】米利基萌宝圣诞特别篇,https://www.youtube.com/watch?v=g0Cics5mfa4
【貝樂虎兒歌-童謠歌曲】貝樂虎兒童熱門童謠不間斷歡樂小時小毛驢更多兒歌兒歌童謠卡通動畫貝樂虎,https://www.youtube.com/watch?v=u74LMt_hqG8
【貝樂虎-兒歌童謠-卡通動畫-經典故事】叢林探險開始啦貝樂虎動物兒歌幼兒音樂童謠串燒兩只老虎拔蘿蔔貝樂虎,https://www.youtube.com/watch?v=YDtNnMzKuVc
【貝樂虎-兒歌童謠-卡通動畫-經典故事】貝樂虎醫生出動職業認知卡通動畫兒童游戲最新最火幼兒早教視頻,https://www.youtube.com/watch?v=4Ir1-e3iXbU
【小猪佩奇】最新视频粉红猪小妹动画,https://www.youtube.com/watch?v=eWLShSZRxKc
【Kids Songs - Giligilis】Giligilis ABC P,https://www.youtube.com/watch?v=2Lasr_ARcHI
【Kids Songs - Giligilis】Colorful ABC Ad,https://www.youtube.com/watch?v=EorP0ZQxwBU
【Kids Songs - Giligilis】🎶 Five Colorful,https://www.youtube.com/watch?v=K6nRE-OMNck
【Kids Songs - Giligilis】Explore the Fun,https://www.youtube.com/watch?v=9gvfD_L9FSI
【Kids Songs - Giligilis】🍓 Giligilis’ AB,https://www.youtube.com/watch?v=E61jEDQKisg
【Kids Songs - Giligilis】🥥 Coconut Song ,https://www.youtube.com/watch?v=ybntYv4ctXM
【Kids Songs - Giligilis】Yummy Yummy Man,https://www.youtube.com/watch?v=cFHHTE6dyUA
【Kids Songs - Giligilis】🍓 Yummy Fruits ,https://www.youtube.com/watch?v=Ef_4c0-vNQY
【Kids Songs - Giligilis】Giligilis' Grea,https://www.youtube.com/watch?v=IIWgW9ww4uE
【超級汽車-卡通動畫】警車守護朋友更多汽車兒歌合輯交通工具卡通超級汽車,https://www.youtube.com/watch?v=Me0qdV9XQgQ
【超級汽車-卡通動畫】警車守護朋友更多汽車兒歌合輯交通工具卡通超級汽車,https://www.youtube.com/watch?v=kcGmDpjdez4
【神奇鸡仔】兒歌童謠卡通動畫,https://www.youtube.com/watch?v=nLK5veZy8GA
【朱妮托尼 - 动画儿歌】兒歌童謠卡通動畫啊我裤子里有只螞蟻螞蟻跑到我屁股上了朱妮托尼兒歌,https://www.youtube.com/watch?v=OswZkb4OBL8
【朱妮托尼 - 动画儿歌】警察職業體驗兒歌朱妮托尼童話故事,https://www.youtube.com/watch?v=gj-3EL_DR3M
【朱妮托尼 - 动画儿歌】我有壹個洋娃娃我的洋娃娃朱妮的洋娃娃生病了經典兒歌兒歌童謠朱妮托尼童話故事,https://www.youtube.com/watch?v=IQbSkhYWC6A
【朱妮托尼 - 动画儿歌】朱妮托尼的颜色去哪儿了颜色兒歌五彩缤纷颜色王国画,https://www.youtube.com/watch?v=adtIhQ_1HoI
【嗶哩嗶哩動畫Anime Made By Bilibili】代嫁冤家到命运同心异能少女婚约逆袭通灵之旅圆满收官通灵妃第二季,https://www.youtube.com/watch?v=pw_sDfYTqPU

🌸西八體育,#genre#
【緯來體育台】雲豹飛將臺中連莊,https://www.youtube.com/watch?v=or2iJeDQKWk
【getwin_sport】雲豹飛將臺中連莊台中台體大體育館,https://www.youtube.com/watch?v=ocTqAsbEtOM
【GoHoops】籃海運動週末籃球聯賽眾星雲集,https://www.youtube.com/watch?v=qgjyJzKqYx0
【GoHoops】學生聯賽北市大休閒運動管理系房卡給我,https://www.youtube.com/watch?v=vQHsO6umY14
【P.LEAGUE+】TSG Ghosthawks ,https://www.youtube.com/watch?v=u-bLjZlMk5U
【P.LEAGUE+】台鋼獵鷹璞園領航猿,https://www.youtube.com/watch?v=axRYfEGE3T0
【TPBL】例行賽中信特攻全家海神,https://www.youtube.com/watch?v=rzxTVLYMmMs
【TPBL】例行賽福爾摩沙夢想家臺北台新戰神,https://www.youtube.com/watch?v=vjBOFC4UP7g
【MAX籃球聯盟】蛋餅酥酥,https://www.youtube.com/watch?v=y-ciQR5xU3Q
【TPVL 台灣職業排球聯盟】例行賽台中連莊雲豹飛將,https://www.youtube.com/watch?v=DrYPxHxmCzc
【Body Sports  名衍行銷運動頻道】彰縣溪湖花縣國風,https://www.youtube.com/watch?v=fKpZqRwbmDg
【Body Sports  名衍行銷運動頻道】永和桃市大成,https://www.youtube.com/watch?v=iiWppxdRHik
【Body Sports  名衍行銷運動頻道】男生組複賽華僑高市福誠,https://www.youtube.com/watch?v=YT9b9ExWkSg
【Body Sports  名衍行銷運動頻道】女生組複賽高市中山華僑,https://www.youtube.com/watch?v=Lds-HkwSlPY
【WCW】LIVE: WCW Watch,https://www.youtube.com/watch?v=UZYwoKfrgJQ
【BattleBots】🔴 LIVE All Batt,https://www.youtube.com/watch?v=5CHCbBj-Vjg
【WWE】Best of Wrestle,https://www.youtube.com/watch?v=6FLK_Xf-EkU
【WWE】Best of 2025 Ra,https://www.youtube.com/watch?v=3FsdtcgP0hA
【WWE Vault】WWE Attitude Er,https://www.youtube.com/watch?v=BZIw9t2X52E

🌸西八政論,#genre#
【TVBS 優選頻道】強檔優選節目小時不斷線時間連続配信中新聞大白話少康戰情室新聞,https://www.youtube.com/watch?v=WAUECPu9EOw
【TVBS 優選頻道】政論節目時間連続配信中新聞大白話,https://www.youtube.com/watch?v=HiI-7_jeKxo
【民視讚夯】最夯政論專業理財深入報導小時不停歇民視正夯,https://www.youtube.com/watch?v=0UOnH10P4oY
【94要客訴】話時代人物精彩不斷電話時代人物三立新聞網,https://www.youtube.com/watch?v=JIKHI-lnWmw
【94要客訴】祝你健康呷百二頭皮頭髮也有可能罹癌只要露出來就有風險祝你健康三立新聞網,https://www.youtube.com/watch?v=HarWsyvLERc
【新聞大白話】特報,https://www.youtube.com/watch?v=MGY1BYr8aN8
【新聞大白話】時間配信,https://www.youtube.com/watch?v=8o3rl1YgbmE
【新聞龍捲風】新竹關西度凍爆晚上又有一波冷氣團全台成凍蕃薯各地,https://www.youtube.com/watch?v=8VIrmnMbv_g
【少康戰情室】精選特輯時間配信趙少康戰鬥藍,https://www.youtube.com/watch?v=_LVTMyXBTTI
【金臨天下】財經新聞看盤不中斷時間黃斐瑜趙慶翔,https://www.youtube.com/watch?v=gBcED3mKCMU
