📻西八精選音樂頻道,#genre#
"The Best of Me 我最好的一面 / Olivia Newton-John & David Foster [ 中英歌詞 ]",https://www.youtube.com/watch?v=o9hI2kNwJNQ
"Touch Me When We're Dancing 擁我入舞 [ 木匠兄妹金曲 ] / Carpenters [ 中英歌詞 ]",https://www.youtube.com/watch?v=DgkzDsH7iaM
"Weak in the Presence of Beauty 美人當前無法抗拒 / Alison Moyet [ 抒情舞曲 ]",https://www.youtube.com/watch?v=yYoK7h0_vz0
"Atlantis is Calling 愛的信號 [ 經典懷舊舞曲 ] / Modern Talking [ 中英歌詞 ]",https://www.youtube.com/watch?v=VAAc94TuQeQ
"Hold Me 'Til the Morning Comes 擁我到天明 / Paul Anka 保羅安卡 [ 中英歌詞 ]",https://www.youtube.com/watch?v=9MT34w3AgQc
"How Deep Is Your Love 你的愛有多深 [ 週末夜狂熱插曲 ] / Bee Gees 比吉斯 [ 中英歌詞 ]",https://www.youtube.com/watch?v=f3TE-MLSrWw
"Crazy for You 為你瘋狂 [ 奪標27秒主題曲 ] / Madonna 瑪丹娜 [ 中英歌詞 ]",https://www.youtube.com/watch?v=EHYWJF2FM4I
"Cheri, Cheri Lady 親愛的美女 [ 經典懷舊舞曲 ] / Modern Talking [ 中英歌詞 ]",https://www.youtube.com/watch?v=HFxFnH6Jv-0
"I Just Called to Say I Love You 電話訴衷情 [ 紅衣女郎主題曲 ] / Stevie Wonder [ 中英歌詞 ]",https://www.youtube.com/watch?v=JBGTaGJFjPs
"You Are Not Alone 你並不孤單 / Michael Jackson麥可傑克森 [ 中英歌詞 ]",https://www.youtube.com/watch?v=3WpVivnFe-U
"Close to You 靠近你 [ 木匠兄妹金曲 ] / Carpenters 木匠兄妹樂團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=zZ2E9zIiS_M
"True Blue 忠實者 [ 抒情舞曲 ] / Madonna 瑪丹娜 [ 中英歌詞 ]",https://www.youtube.com/watch?v=QCeocBSvJ9g
"Last Christmas 去年的聖誕節 / Wham合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=ozOSUG1RisQ
"Your Eyes 你的眼神 [ 再一次接觸主題曲 ] / Cook da Books [ 中英歌詞 ]",https://www.youtube.com/watch?v=NH13GP8aR_Q
"I Will Follow You 我願跟隨你 / Ricky Nelson [ 中英歌詞 ]",https://www.youtube.com/watch?v=V0yXcuPp09c
"Juliet 茱麗葉 [ 經典西洋懷舊舞曲 ] / Robin Gibb [ 中英歌詞 ]",https://www.youtube.com/watch?v=jftg49aXi74
"All I Want for Christmas Is You 你是我最想要的聖誕禮物 / Mariah Carey 瑪麗亞凱莉 [ 中英歌詞 ]",https://www.youtube.com/watch?v=43pA6438X1k
"Angel 天使 [ X情人主題曲 ] / Sarah McLachlan [ 中英歌詞 ]",https://www.youtube.com/watch?v=gWLigpDN0j0
"Inside of My Guitar 伴我的吉他 [ 洗髮精廣告曲 ] / The Bellamy Brothers [ 中英歌詞 ]",https://www.youtube.com/watch?v=qNEkyNMrEqs
"Bleeding Love 蔓延的愛 [ 飯飯之交主題曲 ] / Leona Lewis [ 中英歌詞 ]",https://www.youtube.com/watch?v=tjzremTk0hc
"Without You 沒有了你 / Mariah Carey 瑪麗亞凱莉 [ 中英歌詞 ]",https://www.youtube.com/watch?v=MKZ6GQkyg9k
"I Still Believe 我依然相信 / Mariah Carey 瑪麗亞凱莉 [ 中英歌詞 ]",https://www.youtube.com/watch?v=FpsjfpvZCz0
"When I Need You 當我需要你時 / Celine Dion 席琳狄翁 [ 中英歌詞 ]",https://www.youtube.com/watch?v=UuKLjYyzfqY
"When I Fall in Love 當我墜入情網 [ 西雅圖夜未眠主題曲 ] / Celine Dion & Clive Griffin",https://www.youtube.com/watch?v=m351-ulaUuk
"Sha La La 沙拉拉 / Dreamhouse [ 中英歌詞 ]",https://www.youtube.com/watch?v=-J8watQBSc0
"Stay 停留 [ 經典西洋懷舊舞曲 ] / Dreamhouse [ 中英歌詞 ]",https://www.youtube.com/watch?v=CUd_zvRFp20
"To Love Somebody 愛上一個人 [ 兩小無猜插曲 ] / Michael Bolton 邁克爾波頓 [ 中英歌詞 ]",https://www.youtube.com/watch?v=bllblO5-q_U
"When a man loves a woman當男人愛上女人 / Michael Bolton邁克爾波頓 [ 中英歌詞 ]",https://www.youtube.com/watch?v=nzlBVW0axNU
"Against All Odds 克服重重困難 [再看我一眼主題曲 ] / Phil Collins [ 中英歌詞 ]",https://www.youtube.com/watch?v=zK_CvDy74S0
"Easy Lover 萬人迷 / Phil Collins 菲爾柯林斯 [ 中英歌詞 ]",https://www.youtube.com/watch?v=A8kVXjpjado
"Can't Fight The Moonlight 擋不住的月光 [女狼俱樂部插曲] / Leann Rimes [ 中英歌詞 ]",https://www.youtube.com/watch?v=OvxTwtdzHLo
"You Light Up My Life 你照亮我的生命 / LeAnn Rimes 黎安萊姆絲 [ 中英歌詞 ]",https://www.youtube.com/watch?v=FJ3NukHKjqQ
"Un-Break My Heart 別傷我心 [ 辣手美人心主題曲 ] / Toni Braxton 唐妮布蕾斯頓 [ 中英歌詞 ]",https://www.youtube.com/watch?v=gpwWEPrYaiQ
"Breathe Again 為愛屏息 / Toni Braxton唐妮布蕾斯頓 [ 中英歌詞 ]",https://www.youtube.com/watch?v=HyyubPNbOwM
"Girl ( You Are My Song ) 女孩 ( 妳是我的歌 ) / F.R. David [ 中英歌詞 ]",https://www.youtube.com/watch?v=pui-wqTRdvQ
"Words 言語 / F.R.David [ 中英歌詞 ]",https://www.youtube.com/watch?v=qfDZzcoS86s
"When You Tell Me That You Love Me 當你說愛我 / Westlife & Diana Ross [ 中英歌詞 ]",https://www.youtube.com/watch?v=gMXvYriLSpM
"I Wanna Grow Old With You 白頭偕老 / Westlife 西城男孩 [中英歌詞 ]",https://www.youtube.com/watch?v=2S09PZrMGNY
"My Girl 我的女孩 / Westlife 西城男孩 [ 中英歌詞 ]",https://www.youtube.com/watch?v=eS1pksqK_AI
"All Night With Me 整晚陪著我 / Laura Branigan 蘿拉布蘭妮根 [ 中英歌詞 ]",https://www.youtube.com/watch?v=hBUX5CwM9B0
"Self Control 自我控制 / Laura Branigan 蘿拉布蘭妮根 [ 中英歌詞 ]",https://www.youtube.com/watch?v=UyxwbkQkwAo
"Power of Love 愛的力量 / Laura Branigan 蘿拉布蘭妮根 [ 中英歌詞 ]",https://www.youtube.com/watch?v=TH9uTHHdstU
"If You Leave Me Now如果你現在離開我　/ Chicago 芝加哥合唱團 ［中英歌詞 ］",https://www.youtube.com/watch?v=UZ4ueATrd_U
"Slow Hand 溫柔的手 / The Pointer Sisters 指針姊妹合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=SfEklfWo8ZM
"Fire 熱情如火 / The Pointer Sisters 指針姊妹合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=MfBTrszRdck
"Physical 情慾交織 / Olivia Newton-John奧莉薇亞紐頓強 [ 中英歌詞 ]",https://www.youtube.com/watch?v=YmxwLakzjDE
"I Can't Help It 我無法自拔 / Andy Gibb & Olivia Newton-John [ 中英歌詞 ]",https://www.youtube.com/watch?v=NdSgCRaL95M
"I Don't Want This Night To End [新里見八犬傳主題曲 ] / John O'banion [ 中英歌詞 ]",https://www.youtube.com/watch?v=56_etNwfbXI
"I Don't Want To Lose Your Love 不想失去你的愛 / John O'Banion [ 中英歌詞 ]",https://www.youtube.com/watch?v=KO-tDJJOnjo
"Always 直到永遠 / Atlantic Starr大西洋之星 [ 中英歌詞 ]",https://www.youtube.com/watch?v=n4SIPpir7sA
"Masterpiece 傑作 / Atlantic Starr 大西洋之星 [ 中英歌詞 ]",https://www.youtube.com/watch?v=zXYogQ-In6g
"I Only Wanna Be With You 只想和你在一起 / Vonda Shepard [ 中英歌詞 ]",https://www.youtube.com/watch?v=3NJYlPqZ6Yk
"Can't We Try 我倆不能再試試嗎? / Dan Hill & Vonda Shepard [ 中英歌詞 ]",https://www.youtube.com/watch?v=RGP2e5wsfGU
"Everytime You Go Away 每次你走後 / Paul Young 保羅揚 [ 中英歌詞 ]",https://www.youtube.com/watch?v=SkgQsoW5BiU
"Oh Girl 喔,女孩 / Paul Young 保羅揚 [ 中英歌詞 ]",https://www.youtube.com/watch?v=OGRoEed-vWo
"Ticket To The Tropics 熱帶機票 / Gerard Joling 傑洛裘林 [ 中英歌詞 ]",https://www.youtube.com/watch?v=WL92gD6gNF4
"Love Is In Your Eyes 愛在你眼中 / Gerard Joling [ 中英歌詞 ]",https://www.youtube.com/watch?v=_NKsAQ_rsvU
"Oh! Carol 喔! 卡蘿 / Neil Sedaka 尼爾薩達卡 [ 中英歌詞 ]",https://www.youtube.com/watch?v=pcjLPxwFSMU
"Laughter in the Rain 雨中歡笑 / Neil Sedaka [ 中英歌詞 ]",https://www.youtube.com/watch?v=-z6JZcUBNis
"Stumblin' In 墜入愛河 / Chris Norman & Suzi Quatro [ 中英歌詞 ]",https://www.youtube.com/watch?v=DNn_0aigfBI
"Some Hearts Are Diamonds 心如鑽石 / Chris Norman克里斯諾曼 [ 中英歌詞 ]",https://www.youtube.com/watch?v=2LJqtqpOm1k
"Just One Touch 觸動心弦 [ 女子私校主題曲 ] / Phoebe Cates 菲比凱絲 & Bill Wray [中英歌詞 ]",https://www.youtube.com/watch?v=ddHsY1LEYbE
"I Swear 我發誓 [ 威鯨闖天關插曲 ] / All-4-One 合而為一合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=5OdIwPF_BtA
"Lost in Love 迷失在愛中 / Air Supply 空中補給合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=G-h2T_VXX7M
"Especially for You 只有為你 / Kylie Minogue & Jason Donovan [ 中英歌詞 ]",https://www.youtube.com/watch?v=3yKjkzC3CBU
"Just the Way You Are 最真實的你 / Billy Joel 比利喬爾 [ 中英歌詞 ]",https://www.youtube.com/watch?v=3AuGs10hN2U
"Anyone of Us (Stupid Mistake) 我們都會錯 / Gareth Gates 葛瑞蓋斯 [ 中英歌詞 ]",https://www.youtube.com/watch?v=l6-uAIbzOGQ
"Love Changes (Everything) 愛改變一切 / Climie Fisher [ 中英歌詞 ]",https://www.youtube.com/watch?v=47RCMiYGIHI
"Almost Paradise 宛若天堂 [渾身是勁插曲] / Mike Reno & Ann Wilson [ 中英歌詞 ]",https://www.youtube.com/watch?v=wPWDhRPpGn0
"Lady, Lady, Lady 女郎女郎 [閃舞插曲] / Joe Esposito [ 中英歌詞 ]",https://www.youtube.com/watch?v=yvVJCyXlmzk
"Take My Breath Away 你令我神魂顛倒 [ 捍衛戰士主題曲 ] / Berlin [ 中英歌詞 ]",https://www.youtube.com/watch?v=QnM8J1QqIxc
"Can't Take My Eyes Off You 無法不注視著你 [越戰獵鹿人主題曲 ] / Boys Town Gang [ 中英歌詞 ]",https://www.youtube.com/watch?v=YVK0lx2UX0k
"If Ever You're In My Arms Again 假如你再回到我懷中 / Peabo Bryson彼柏布萊森 [ 中英歌詞 ]",https://www.youtube.com/watch?v=kvvw8UKbPQ8
"Nothing's Gonna Stop Us Now 神氣活現主題曲 / Morrissette [ 中英歌詞 ]",https://www.youtube.com/watch?v=l4-qAunbctk
"All I Have To Do Is Dream 只有尋夢去 / The Corrs可兒家族合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=5sxHzLFOmr4
"Take Me to Your Heart 貼近你心 [ 吻別英文版 ]/ MLTR 搖滾麥克合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=YJAP-deToqU
"Where Do Broken Hearts Go 破碎的心何去何從 / Whitney Houston惠妮休斯頓 [ 中英歌詞 ]",https://www.youtube.com/watch?v=AScVpBuMyJg
"Just a Kiss 一吻定情 / Steve Holy [ 中英歌詞 ]",https://www.youtube.com/watch?v=07OLQtBEI2Y
"Reality 真實 [ 第一次接觸主題曲 ] / Richard Sanderson 理查德.山德森 [ 中英歌詞 ]",https://www.youtube.com/watch?v=XzBwr04Mf1U
"I Don't Like to Sleep Alone 孤枕難眠 / Joni & Louis [ 中英歌詞 ]",https://www.youtube.com/watch?v=XSpI8VAGEv0
"It Never Rains In Southern California南加州從來不下雨 / Albert Hammond [ 中英歌詞 ]",https://www.youtube.com/watch?v=Sm-YIvJpltM
"You're My World 你是我的世界 / Mary Byrne [ 中英歌詞 ]",https://www.youtube.com/watch?v=lAi8G_fRFNg
"Someone's Always Saying Goodbye 有人總是不告而別 / Toni Gonzaga [ 中英歌詞 ]",https://www.youtube.com/watch?v=a3RnKAMahW0
"Lead Me On 欺騙我吧! / Maxine Nightingale [ 中英歌詞 ]",https://www.youtube.com/watch?v=Hy-0RJ5u1ao
"Yesterday When I Was Young 昨日當我還年輕之時[ 吐司片尾曲] / Roy Clark [ 中英歌詞 ]",https://www.youtube.com/watch?v=r6DdhlrtDh8
"Nobody 只要你一人 / Wonder Girls 韓國女子團體 [ 中英歌詞 ]",https://www.youtube.com/watch?v=0Of0ZsEluQY
"A Dear John Letter 分手信 / Skeeter Davis [ 中英歌詞 ]",https://www.youtube.com/watch?v=iMc0pDQ48z0
"Woman In Love 戀愛中的女人 / Barbra Streisand 芭芭拉史翠珊 [ 中英歌詞 ]",https://www.youtube.com/watch?v=BU5XsqPCICY
"Flashdance... What a Feeling 多美妙的感覺 [ 閃舞主題曲 ] / Irene Cara[ 中英歌詞 ]",https://www.youtube.com/watch?v=I-eWpfLy6qs
"You're Only Lonely 你只是寂寞 / J.D. Souther [ 中英歌詞 ]",https://www.youtube.com/watch?v=kYeBHZ-kK_I
"Sad Movies 悲傷電影 / Sue Thompson [ 中英歌詞 ]",https://www.youtube.com/watch?v=-Ql3czzdHyQ
"Love Hurts 愛使人受傷 / Nazareth 拿撒勒合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=TlEhbIPw1EI
"If The Love Fits Wear It 接受真愛 / Leslie Pearl [ 中英歌詞 ]",https://www.youtube.com/watch?v=fIEMcVkVdNM
"I Wanna Take Forever Tonight 永遠在今晚 / Peter Cetera & Crystal Bernard [ 中英歌詞 ]",https://www.youtube.com/watch?v=Xg7_G3SjRsM
"I Go Crazy 我為卿狂 / Paul Davis 保羅戴維斯 [ 中英歌詞 ]",https://www.youtube.com/watch?v=4H2-UasgO9I
"Ocean Deep 情深似海 / Cliff Richard 克利夫理查 [ 中英歌詞 ]",https://www.youtube.com/watch?v=J8iosWqNnyw
"Foolish Beat 愚蠢的心跳 / Debbie Gibson 黛比吉布森 [ 中英歌詞 ]",https://www.youtube.com/watch?v=i-VHqfsTs2U
"Superwoman 女超人 / Karyn White 凱倫懷特 [ 中英歌詞 ]",https://www.youtube.com/watch?v=2hgh0Xevnak
"Circle In The Sand 沙灘上的圈圈 / Belinda Carlisle 貝琳達卡萊兒 [ 中英歌詞 ]",https://www.youtube.com/watch?v=cm_L23vMurg
"There'll Be Sad Songs 有些悲傷的歌 / Billy Ocean　比利歐辛［中英歌詞］",https://www.youtube.com/watch?v=PDhfx5Ku1Cg
"Every Time I Close My Eyes 每一次我閉上雙眼 / Babyface［中英歌詞］",https://www.youtube.com/watch?v=eoFD-HuMwq4
"I'll Be Loving You 我會愛著你 ／ New Kids On The Block　街頭頑童合唱團［中英歌詞］",https://www.youtube.com/watch?v=zFW2jYE232U
"When Will I See You Again 何時才能見到你/ The Three Degrees三度女聲合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=2Orxm1Ya63I
"Waiting For A Girl Like You 等待像你這樣的女孩 / Foreigner外國人合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=IsNnLpHxSTs
"Way Back Into Love 重歸愛情 [ K歌情人插曲 ] / Hugh Grant & Haley Bennett [ 中英歌詞 ]",https://www.youtube.com/watch?v=a13EUII2Gt4
"Will You Still Love Me Tomorrow 明天你是否依然愛我 / Lobo [ 中英歌詞 ]",https://www.youtube.com/watch?v=QDz1LYLxHuU
"Hold Me Now 現在抱緊我 / Johnny Logan 強尼羅根 [ 中英歌詞 ]",https://www.youtube.com/watch?v=3X842iH-TAg
"Sugar, Sugar 甜心寶貝 [ 蜂電影主題曲 ] / The Archies [ 中英歌詞 ]",https://www.youtube.com/watch?v=U4DLcjDXB90
"Rhythm Of The Rain 雨中旋律 [ 廣告曲 ] / The Cascades [ 中英歌詞 ]",https://www.youtube.com/watch?v=MPg2qBg6ksU
"You Know I Love You 你知道我愛你 / Philip Guyler & John Stax [ 中英歌詞 ]",https://www.youtube.com/watch?v=0WIvqVJxD_w
"How Do I Live 我怎麼活下去［ 空中監獄主題曲］ / Trisha Yearwood［中英歌詞］",https://www.youtube.com/watch?v=v-l9EMCK614
"One Way Ticket 單程車票 / Eruption 爆發合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=vczW4urD3tI
"9,999,999TEARS 流不盡的眼淚 / Dickey Lee [ 中英歌詞 ]",https://www.youtube.com/watch?v=WJa_YEXZZ88
"TROUBLE 麻煩 / Lindsey Buckingham 林賽白金漢 [ 中英歌詞 ]",https://www.youtube.com/watch?v=ThfLyqxfQ6c
"More Than I Can Say 愛你在心口難開 [ 舞曲混音版中英歌詞 ]",https://www.youtube.com/watch?v=6fIqtYs4NS8
"I Believe I Can Fly 我相信我能飛 / Ronan Keating　羅南奇汀［中英歌詞］",https://www.youtube.com/watch?v=ZTJQN7ZhPp4
"Sorry Seems To Be The Hardest Word 難以啟口的抱歉 / Blue Ft. Elton John中英歌詞",https://www.youtube.com/watch?v=ksyKtkKooxg
"Part-Time Lover 短暫情人/ Stevie Wonder史提夫汪達［中英歌詞 ］",https://www.youtube.com/watch?v=anGQtciwaCQ
"No Matter What 無論如何 / BoyZone男孩特區合唱團 ［中英歌詞］",https://www.youtube.com/watch?v=ubXMgWLRDMo
"Love is Love 愛就是愛 [ 神通情人夢主題曲 ] / Culture Club [ 中英歌詞 ]",https://www.youtube.com/watch?v=LmCC9FtDErw
"Baby Come Back 寶貝回來吧 / / Player　玩家合唱團［中英歌詞］",https://www.youtube.com/watch?v=6T5jTY79Kzo
"For Your Eyes Only 最高機密007主題曲 / Sheena Easton [ 中英歌詞 ]",https://www.youtube.com/watch?v=i6obsQkkXE8
"Don't Cry Joni 瓊妮別哭 / Conway Twitty [ 中英歌詞 ]",https://www.youtube.com/watch?v=BckAE8u8Eg4
"Never Gonna Let You Go 不再讓你離開 / Sergio Mendes [ 中英歌詞 ]",https://www.youtube.com/watch?v=XMo-rI7ngVU
"When You're In Love With A Beautiful Woman 當你和美女墜入愛河 / Dr. Hook 中英歌詞",https://www.youtube.com/watch?v=0_JQTb0G9FY
"Now and Forever 現在和永遠 / Richard Marx 理查馬克斯 [ 中英歌詞 ]",https://www.youtube.com/watch?v=1VICxb1w1Og
"Baby, Come To Me 寶貝回到我身邊 / Patti Austin & James Ingram [ 中英歌詞 ]",https://www.youtube.com/watch?v=HaDyM7ugoMQ
"Sometimes Love Just Ain't Enough 有時只有愛是不夠的 / Patty Smyth［中英歌詞］",https://www.youtube.com/watch?v=GeyDSo9qxGc
"Back at one 回到原點 / Brain McKnight　布萊恩麥肯奈特［中英歌詞］",https://www.youtube.com/watch?v=WMeMgzUw-zw
"I want to know what love is　我想知道愛是什麼 /Foreigner 外國人合唱團［中英歌詞 ］",https://www.youtube.com/watch?v=kad3Tc8qckk
"I Can Dream About You　我可以夢到你［狠將奇兵 插曲］ / Dan Hartman［中英歌詞］",https://www.youtube.com/watch?v=iSMNePWlENw
"Come Back To Me　回到我身邊 / Utada宇多田光［中英歌詞］",https://www.youtube.com/watch?v=hfT6bdrcvmM
"Wonderful World 美好的世界/ Sam Cooke［中英歌詞 ］",https://www.youtube.com/watch?v=wIHN9mS9bJU
"Everytime I Close My Eyes 每當我閉上眼 [ 男雙人合唱 ] / Chris Norman& Nino de Angelo [ 中英歌詞 ]",https://www.youtube.com/watch?v=vGqzSNlE-pU
"She's a Lady 她是淑女 [ 經典抒情曲 ] / Richard Sanderson 理查德.山德森 [ 中英歌詞 ]",https://www.youtube.com/watch?v=0D_tkNYYrYs
"Shadow Dancing 影子舞 [ Disco經典舞曲 ] / Andy Gibb 安迪吉布 [ 中英歌詞 ]",https://www.youtube.com/watch?v=ZccGHo8wjpE
"Promise Me 答應我 [ 經典抒情歌曲 ] / Beverley Craven [ 中英歌詞 ]",https://www.youtube.com/watch?v=4xSkmFFuW9M
"Fame 名揚四海 [ 電影名揚四海主題曲 ] / Irene Cara [ 中英歌詞 ]",https://www.youtube.com/watch?v=Znfna5_ydNk
"Never Had a Dream Come True 從未夢想成真 [ 冠軍單曲 ] / S Club 7 七小龍 [ 中英歌詞 ] ]",https://www.youtube.com/watch?v=JD4toRAjRiM
"Christmas in My Heart 我心中的聖誕節 [ 聖誕情歌 ] / Sarah Connor [ 中英歌詞 ]",https://www.youtube.com/watch?v=u5dgTf7ADvw
"Last Christmas 去年的聖誕節 [ 聖誕舞曲 ] / Cascada [ 中英歌詞 ]",https://www.youtube.com/watch?v=gYtNgTrdv4M
"Please Come Home for Christmas 請回家過聖誕節 [ 聖誕情歌 ] / Jon Bon Jovi [ 中英歌詞 ]",https://www.youtube.com/watch?v=16NQtX-JJYQ
"Underneath the Tree 就在這樹下 [ 聖誕情歌舞曲 ] / Kelly Charkson [ 中英歌詞 ]",https://www.youtube.com/watch?v=b4zEG9xS8nc
"Together in Electric Dreams 一起在電子夢中 [ 神通情人夢片尾曲 ] / The Human League [ 中英歌詞 ]",https://www.youtube.com/watch?v=xuU1k2c8NL8
"Reunited 復合 [ 經典二重唱 ] / Peaches& Herb [ 中英歌詞 ]",https://www.youtube.com/watch?v=9DRqOWpBL0k
"Let Me Be There 讓我陪在你身旁 [ 經典鄉村情歌 ] / Olivia Newton-John [ 中英歌詞 ]",https://www.youtube.com/watch?v=xYfl7e9ni4I
"Thief Of Hearts 偷心的人 [ 神偷淑女情主題曲 ] / Melissa Manchester [ 中英歌詞 ]",https://www.youtube.com/watch?v=HfQK9YP16Ks
"Alone 獨自一人 [ 經典暢銷歌曲 ] / Bee Gees 比吉斯 [ 中英歌詞 ]",https://www.youtube.com/watch?v=2DrCOLilM2M
"You're My Love 你是我的愛 [ 經典懷舊舞曲 ] / Patty Ryan 帕蒂賴恩 [ 中英歌詞 ]",https://www.youtube.com/watch?v=DSWEEaAp290
"Penny Lover 小情人 [ 經典流行情歌 ] / Lionel Richie萊諾李奇 [ 中英歌詞 ]",https://www.youtube.com/watch?v=8yKWuOcfD4U
"Before I Fall in Love 愛上你之前 [ 落跑新娘主題曲 ] / CoCo Lee [ 中英歌詞 ]",https://www.youtube.com/watch?v=YaO2xXcJcsw
"Sharing the Night Together 共度良宵 [ 經典輕搖滾 ] / Dr. Hook [ 中英歌詞 ]",https://www.youtube.com/watch?v=HslH-gn6Z7E
"Better in Time 我會更好 [ 抒情單曲 ] / Leona Lewis [ 中英歌詞 ]",https://www.youtube.com/watch?v=2H1zupOGh7s
"The One You Love 你所愛的人 [ 經典抒情金曲 ] / The Rock Heroes [ 中英歌詞 ]",https://www.youtube.com/watch?v=VmziXUHt0_8
"Baby 寶貝 [ 情人節專屬舞曲 ] / Glee Cast 歡唱合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=eW9FcK6SCRQ
"I Just Wanna Be Your Everything 我只想成為你的一切 [ 鄉村情歌冠軍曲 ] / Andy Gibb [ 中英歌詞 ]",https://www.youtube.com/watch?v=u6fIvcbHOhs
"By The Time This Night Is Over 長夜將盡 [ 薩克斯風冠軍曲 ] / Peabo Bryson [ 中英歌詞 ]",https://www.youtube.com/watch?v=iZS6_RAdvFU
"D.I.S.C.O. 迪斯可女郎 [ 經典懷舊舞曲 ] / Ottawan 奧塔萬樂團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=UrWxD40-TTE
"Don't Say Goodnight 莫道晚安 [ 經典抒情單曲 ] / Jim Photoglo [ 中英歌詞 ]",https://www.youtube.com/watch?v=w1dEXk0WTKw
"True 真實 [ 經典抒情金曲 ] / Spandau Ballet史班杜芭蕾樂團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=2W-xO04Fs0g
"From the Bottom of My Broken Heart 在我的傷心深處 [ 暢銷經典單曲 ] / Britney Spears [ 中英歌詞 ]",https://www.youtube.com/watch?v=ECRUuInWK4w
"Amanda 艾嫚達 [ 經典金曲 ] / Boston 波士頓合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=aJrze_W1p_Y
"You're Still the One 依然非你莫屬 [ 暢銷鄉村歌曲 ] / Shania Twain [ 中英歌詞 ]",https://www.youtube.com/watch?v=Zm_Be0_AZj4
"Uptown Girl 窈窕美眉 [ 經典流行金曲 ] / Westlife 西城男孩 [ 中英歌詞 ]",https://www.youtube.com/watch?v=_ypcQigyZGU
"One More Night 再一個夜晚 [ 經典抒情金曲 ] / Phil Collins [ 中英歌詞 ]",https://www.youtube.com/watch?v=LbCbInj--fU
"Have You Ever Seen the Rain 可曾見過那場雨 [ 西洋電影插曲 ] / Rod Stewart [ 中英歌詞 ]",https://www.youtube.com/watch?v=lQcFIH1_vyw
"Knock Three Times 愛我敲三下 [ 經典懷念金曲 ] / Tony Orlando & Dawn [ 中英歌詞 ]",https://www.youtube.com/watch?v=w2q6uhbJx6Y
"My Love 我的摯愛 [ 婚禮告白歌曲 ] / Westlife 西城男孩 [ 中英歌詞 ]",https://www.youtube.com/watch?v=DMA3mcBM3Tc
"Saturday Night 週末夜 [ 經典懷舊西洋舞曲 ] / Bay City Rollers [ 中英歌詞 ]",https://www.youtube.com/watch?v=L0_O5xSCuWA
"For the First Time 初相遇 [ 西洋電影主題曲 ] / Kenny Loggins [ 中英歌詞 ]",https://www.youtube.com/watch?v=9HH43oTrB_Q
"What Becomes of the Broken Hearted 失戀的結果 [ 經典情歌 ] / Boyzone 中英歌詞",https://www.youtube.com/watch?v=1olvsllfpZw
"Stand by Me 陪著我 [ 經典抒情歌曲 ] / Michael Bolton [ 中英歌詞 ]",https://www.youtube.com/watch?v=3RvTaWEJtq8
"Five Hundred Miles 離家五百哩 [ 經典鄉村民謠 ] / Justin Timberlake [ 中英歌詞 ]",https://www.youtube.com/watch?v=2DhNYRVUHFw
"After All 終於在一起 [ 西洋電影主題曲 ] / Cher & Peter Cetera [ 中英歌詞 ]",https://www.youtube.com/watch?v=ybShVW-jiA4
"I Only Want To Be With You 只想和你在一起 [ 經典西洋懷舊舞曲 ] / Bay City Rollers [ 中英歌詞 ]",https://www.youtube.com/watch?v=eENYlNzMjZ4
"Unchained Melody 奔放的旋律 [ 西洋電影主題曲 ] / Boyce Avenue [ 中英歌詞 ]",https://www.youtube.com/watch?v=gUZD_5RGN_o
"Please Mr. Postman郵差先生請等一下 [ 經典西洋名曲 ] / Human Nature [ 中英歌詞 ]",https://www.youtube.com/watch?v=uLD3fvgEO-I
"There's No Gettin' Over Me 我是你忘不了的人 [ 經典西洋鄉村歌曲 ] / Ronnie Milsap [ 中英歌詞 ]",https://www.youtube.com/watch?v=acgQ34gxCIc
"Brother Louie 路易兄弟 [ 經典懷舊舞曲 ] / Modern Talking [ 中英歌詞 ]",https://www.youtube.com/watch?v=WptjOf4ZhBo
"Kokomo 可可摩 [ 西洋電影主題曲 ] / The Beach Boys [ 中英歌詞 ]",https://www.youtube.com/watch?v=taY3UuH44s0
"Love Never Felt So Good 愛情從未如此美好 [ 西洋流行舞曲 ] / Michael Jackson & Justin Timberlake[ 中英歌詞 ]",https://www.youtube.com/watch?v=RJC4EpbcF2M
"Cotton Fields 棉花田 [ 經典鄉村歌曲 ] / C.C.R. 清水合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=5nio2aSlba8
"Don't Dream It's Over 別想像一切已結束 [ 經典流行歌曲 ] / Sixpence None The Richer [ 中英歌詞 ]",https://www.youtube.com/watch?v=0HgU8wHd_UA
